32.2091915,-83.1786188,CCLC-100,Lolly's Prekindergarten C C Center,Dodge,5121 Page Street,Eastman,GA,31023,5511 6th Ave.,Eastman,GA,31023,(478) 374-2805,107,JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,7:00 AM,6:00 PM,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,Child Care Learning Center,CCLC,,44,44,TRUE,TRUE,2
34.0071337,-84.27820229999999,CCLC-1008,Highlands School,Fulton,9405 Nesbit Ferry Road,Alpharetta,GA,30022,9405 Nesbit Ferry Road,Alpharetta,GA,30022,(770) 594-1006,142,JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,6:30 AM,6:30 AM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,Child Care Learning Center,CCLC,,66,66,TRUE,FALSE,
33.8924793,-84.2970174,CCLC-103,Sheltering Arms - International Village Center,DeKalb,3375 Chamblee Dunwoody Road,Atlanta,GA,30341,3375 Chamblee Dunwoody Road,Atlanta,GA,30341,(770) 454-6220,236,JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,6:30 AM,6:30 PM,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,NAEYC,Child Care Learning Center,CCLC,,64,64,TRUE,TRUE,3
33.5191916,-82.06195199999999,CCLC-104,The Sunshine House #36,Richmond,248 Fury's Ferry Road,Martinez,GA,30907,248 Fury's Ferry Road,Martinez,GA,30907,(706) 860-2726,179,JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,6:30 AM,6:30 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,Child Care Learning Center,CCLC,,44,44,TRUE,FALSE,
33.8061285,-84.0919211,CCLC-105,The Sunshine House #78,Gwinnett,5060 Annistown Rd,Stone Mountain,GA,30087,5060 Annistown Rd,Stone Mountain,GA,30087,(770) 469-1333,125,JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,6:30 AM,6:30 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,,Child Care Learning Center,CCLC,,66,66,TRUE,FALSE,
33.7210391,-84.4552515,CCLC-1074,Samuel L. Jones Child Care Center,Fulton,2080 Cascade Rd.  SW,Atlanta,GA,30311,PO Box 42467,Atlanta,GA,30311,(404) 753-0411,108,JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,6:30 AM,6:00 PM,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NAEYC,Child Care Learning Center,CCLC,,44,44,TRUE,TRUE,2
33.7075929,-84.45537449999999,CCLC-1075,Samuel Nabrit Child Care Center,Fulton,2035 Campbellton Road SW,Atlanta,GA,30311,P. O. Box 42467,Atlanta,GA,30311,(404) 753-0802,61,JAN FEB MAR APR MAY JUN SEP OCT NOV DEC,MO TU WE TH FR,7:00 AM,4:00 PM,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,NAEYC,Child Care Learning Center,CCLC,,22,22,TRUE,TRUE,3
33.5296654,-84.66481569999999,CCLC-10764,ABC  Another Bright Creation  Early Learning and Daycare Center,Fulton,409 Carlton Road,Palmetto,GA,30268,409 Carlton Road,Palmetto,GA,30268,(770) 463-6881,185,JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,6:30 AM,6:30 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,Child Care Learning Center,CCLC,,22,22,TRUE,FALSE,
33.4127513,-84.6835638,CCLC-10765,Discovery Point Child Development Center #29,Coweta,3052 Highway 154,Newnan,GA,30265,3052 Highway 154,Newnan,GA,30265,(770) 254-1880,227,JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,6:30 AM,6:30 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,Child Care Learning Center,CCLC,,7,44,TRUE,TRUE,2
33.8001735,-84.3288024,CCLC-10777,The Clifton School/The Clifton Site,DeKalb,1700 Clifton Road  NE,Atlanta,GA,30329,1700 Clifton Road  NE,Atlanta,GA,30329,(404) 636-4073,374,JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,7:00 AM,6:30 PM,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NAEYC,Child Care Learning Center,CCLC,,2,22,TRUE,FALSE,
